wavelength,total_nadir,ps1_nadir,ps2_nadir,total_vza-60,total_vza-55,total_vza-50,total_vza-45,total_vza-40,total_vza-35,total_vza-30,total_vza-25,total_vza-20,total_vza-15,total_vza-10,total_vza-5,total_vza0,total_vza5,total_vza10,total_vza15,total_vza20,total_vza25,total_vza30,total_vza35,total_vza40,total_vza45,total_vza50,total_vza55,total_vza60
835.00000000,0.02738787,0.02738787,0.00000000,0.04304439,0.04063513,0.03840188,0.03642293,0.03477133,0.03342229,0.03253759,0.03249085,0.03947279,0.03060030,0.02888539,0.02795604,0.02738787,0.02704438,0.02688570,0.02692108,0.02709946,0.02751075,0.02807201,0.02884480,0.02983911,0.03114413,0.03263302,0.03438970,0.03648372
836.00000000,0.02581422,0.02581422,0.00000000,0.04057031,0.03829964,0.03619486,0.03432975,0.03277316,0.03150174,0.03066797,0.03062403,0.03720529,0.02884216,0.02722575,0.02634977,0.02581422,0.02549044,0.02534084,0.02537414,0.02554221,0.02592979,0.02645871,0.02718699,0.02812406,0.02935394,0.03075713,0.03241271,0.03438622
837.00000000,0.02429403,0.02429403,0.00000000,0.03818130,0.03604433,0.03406349,0.03230820,0.03084327,0.02964672,0.02886206,0.02882074,0.03501478,0.02714377,0.02562249,0.02479807,0.02429403,0.02398930,0.02384849,0.02387981,0.02403797,0.02440271,0.02490047,0.02558585,0.02646772,0.02762517,0.02894571,0.03050379,0.03236108
838.00000000,0.02282849,0.02282849,0.00000000,0.03587699,0.03386910,0.03200791,0.03035865,0.02898221,0.02785794,0.02712068,0.02708190,0.03290215,0.02550620,0.02407676,0.02330210,0.02282849,0.02254215,0.02240983,0.02243924,0.02258783,0.02293052,0.02339820,0.02404215,0.02487074,0.02595825,0.02719901,0.02866296,0.03040805
839.00000000,0.02141374,0.02141374,0.00000000,0.03365277,0.03176947,0.03002375,0.02847682,0.02718578,0.02613127,0.02543979,0.02540348,0.03086320,0.02392551,0.02258465,0.02185801,0.02141374,0.02114513,0.02102100,0.02104855,0.02118790,0.02150929,0.02194792,0.02255189,0.02332903,0.02434903,0.02551278,0.02688586,0.02852264
840.00000000,0.02005220,0.02005220,0.00000000,0.03151220,0.02974878,0.02811420,0.02666574,0.02545689,0.02446952,0.02382206,0.02378812,0.02890071,0.02240420,0.02114863,0.02046821,0.02005220,0.01980066,0.01968440,0.01971018,0.01984064,0.02014155,0.02055223,0.02111773,0.02184538,0.02280042,0.02389006,0.02517571,0.02670828
841.00000000,0.01869134,0.01869134,0.00000000,0.02937278,0.02772917,0.02620565,0.02485560,0.02372888,0.02280860,0.02220515,0.02217354,0.02693905,0.02088363,0.01971332,0.01907911,0.01869134,0.01845688,0.01834851,0.01837252,0.01849410,0.01877455,0.01915732,0.01968438,0.02036257,0.02125271,0.02226830,0.02346658,0.02489501
842.00000000,0.01743582,0.01743582,0.00000000,0.02739818,0.02586523,0.02444429,0.02318514,0.02213429,0.02127597,0.02071317,0.02068375,0.02512887,0.01948065,0.01838906,0.01779751,0.01743582,0.01721712,0.01711602,0.01713839,0.01725176,0.01751330,0.01787027,0.01836182,0.01899433,0.01982450,0.02077169,0.02188927,0.02322150
843.00000000,0.01617896,0.01617896,0.00000000,0.02542251,0.02400018,0.02268177,0.02151348,0.02053846,0.01974208,0.01921991,0.01919264,0.02331736,0.01807634,0.01706346,0.01651457,0.01617896,0.01597602,0.01588220,0.01590293,0.01600811,0.01625076,0.01658195,0.01703801,0.01762486,0.01839510,0.01927392,0.02031084,0.02154692
844.00000000,0.01497585,0.01497585,0.00000000,0.02353064,0.02221431,0.02099415,0.01991292,0.01901056,0.01827353,0.01779028,0.01776510,0.02158279,0.01673196,0.01579450,0.01528648,0.01497585,0.01478802,0.01470117,0.01472034,0.01481767,0.01504221,0.01534871,0.01577076,0.01631386,0.01702668,0.01783999,0.01879961,0.01994357
845.00000000,0.01387730,0.01387730,0.00000000,0.02180326,0.02058370,0.01945324,0.01845150,0.01761547,0.01693263,0.01648492,0.01646162,0.01999900,0.01550441,0.01463581,0.01416511,0.01387730,0.01370325,0.01362277,0.01364052,0.01373067,0.01393869,0.01422264,0.01461364,0.01511680,0.01577720,0.01653070,0.01741976,0.01847961
846.00000000,0.01277812,0.01277812,0.00000000,0.02007516,0.01895238,0.01791163,0.01698939,0.01621971,0.01559107,0.01517890,0.01515750,0.01841453,0.01427623,0.01347650,0.01304312,0.01277812,0.01261787,0.01254376,0.01256007,0.01264306,0.01283455,0.01309594,0.01345589,0.01391910,0.01452706,0.01522075,0.01603923,0.01701494
847.00000000,0.01167947,0.01167947,0.00000000,0.01834801,0.01732195,0.01637085,0.01552805,0.01482466,0.01425018,0.01387352,0.01385399,0.01683072,0.01304861,0.01231773,0.01192166,0.01167947,0.01153301,0.01146527,0.01148017,0.01155599,0.01173097,0.01196984,0.01229877,0.01272207,0.01327765,0.01391157,0.01465953,0.01555119
848.00000000,0.01068620,0.01068620,0.00000000,0.01678608,0.01584751,0.01497753,0.01420661,0.01356321,0.01303772,0.01269320,0.01267537,0.01539850,0.01193866,0.01127006,0.01090775,0.01068620,0.01055221,0.01049023,0.01050385,0.01057319,0.01073324,0.01095172,0.01125258,0.01163976,0.01214795,0.01272779,0.01341195,0.01422756
849.00000000,0.00974353,0.00974353,0.00000000,0.01530447,0.01444884,0.01365574,0.01295293,0.01236639,0.01188734,0.01157328,0.01155706,0.01403989,0.01088542,0.01027586,0.00994553,0.00974353,0.00962137,0.00956485,0.00957724,0.00964045,0.00978633,0.00998549,0.01025975,0.01061270,0.01107596,0.01160455,0.01222824,0.01297176
850.00000000,0.00880209,0.00880209,0.00000000,0.01382445,0.01305170,0.01233541,0.01170068,0.01117096,0.01073831,0.01045468,0.01044005,0.01268263,0.00983346,0.00928289,0.00898454,0.00880209,0.00869175,0.00864070,0.00865187,0.00870895,0.00884069,0.00902054,0.00926822,0.00958698,0.01000535,0.01048273,0.01104600,0.01171749
